Household income,Home Ownership,Count of household members,Household in urban/rural area,population density,Price of Gasoline Affects Travel,Travel is a Financial Burden,Age,Gender,Educational Attainment,More than One Job,Job Category,Count of Car Share Program Usage,Trip Time to Work in Minutes,Best estimate of annual miles,Count of household vehicles,count of children in household,Relationship,Full-Time or Part-Time Worker,Count of Walk Trips,Count of Bike Trips,Level of Physical Activity,Count of adult household members,Public Transportation or Taxi, Passenger to Friend/Family Member or Rental Car, Bicycle or Walk,Race African,Race Asian,Race American Indian,Race Native Hawaiian,Multiple Response Race
7,1,2,1,6,5,4,34,0,5,2,4,0,20,3912.7036553107087,2,0,2,1,4,0,2,2,4,1,4,0,0,0,0,0
5,1,4,1,3,3,4,52,1,3,2,1,0,41,21294.986264114435,2,0,1,1,4,0,2,2,4,4,4,0,0,0,0,0
8,1,4,1,7,2,3,45,1,4,2,4,0,25,67.39184208727391,3,0,1,1,3,2,3,1,3,4,4,0,0,0,0,0
6,1,4,1,6,3,2,43,1,4,2,4,0,69,26776.599467274937,3,0,1,1,1,0,3,3,3,4,4,0,0,0,0,0
8,1,2,1,5,2,4,56,1,5,2,4,0,18,4360.10692632914,2,0,1,1,1,0,2,2,3,2,4,0,0,0,0,0
9,1,2,1,6,4,3,48,1,5,2,4,0,30,13444.552122641247,2,0,1,1,5,0,2,2,2,2,4,0,0,0,0,0
11,1,5,1,6,1,3,35,0,5,2,4,0,30,8387.646278024084,3,0,1,1,2,0,2,3,3,3,3,0,0,0,0,0
10,1,3,1,2,3,1,54,1,4,2,4,0,35,15735.350996159974,2,0,1,1,4,0,3,2,1,4,4,0,0,0,0,0
8,1,2,1,6,2,3,59,1,5,2,4,0,10,11033.371385752607,2,0,1,1,0,0,2,2,1,4,3,0,0,0,0,0
8,1,1,1,4,2,2,48,1,5,2,4,0,18,19822.59639550212,2,0,1,1,0,0,2,1,3,3,3,0,0,0,0,0
7,1,2,1,6,2,3,68,1,5,2,1,0,15,9752.656158926498,2,0,1,1,2,0,2,2,4,3,4,0,0,0,0,0
9,1,3,1,5,3,3,50,1,5,2,4,0,13,17727.200391984337,1,0,1,1,7,0,2,2,3,1,4,0,0,0,0,0
8,1,2,1,4,4,3,47,1,5,2,4,0,17,12863.44430883363,2,0,1,1,10,0,2,2,2,1,4,0,0,0,0,0
8,2,2,1,6,2,2,68,0,3,2,2,0,26,32571.56400115245,1,0,2,1,4,0,2,2,1,1,4,0,0,0,0,0
9,1,3,1,5,3,3,57,1,5,2,4,0,40,13983.945043933518,3,0,2,1,3,0,2,2,3,1,4,0,0,0,0,0
7,1,2,1,5,5,5,58,0,5,2,4,0,103,5760.726399296096,3,0,1,1,7,5,2,2,3,1,4,0,0,0,0,0
11,1,3,1,2,3,4,61,0,5,2,4,0,27,19077.256979741134,2,0,1,1,0,0,3,2,4,3,2,0,0,0,0,0
7,1,2,2,1,1,4,46,1,3,2,4,0,70,21799.71784520629,2,0,1,1,4,0,2,2,4,3,4,0,0,0,0,0
7,1,3,1,2,3,4,47,0,2,2,4,0,70,38493.026189935386,3,0,2,1,4,0,2,3,4,3,4,0,0,0,0,0
10,1,2,1,6,4,4,64,1,4,2,4,0,24,12634.261881988245,2,0,1,1,7,0,2,2,3,3,3,0,0,0,0,0
10,1,2,1,6,5,4,55,1,5,2,4,0,48,12597.206272180369,2,0,1,1,3,0,3,2,3,1,1,0,0,0,0,0
8,1,3,1,4,3,3,51,1,5,2,4,0,60,12952.03485010926,3,0,1,1,7,0,2,2,2,3,4,0,0,0,0,0
11,1,4,1,2,2,2,36,0,4,2,4,0,7,3255.9342694586967,1,0,1,1,2,0,3,2,3,4,4,0,0,0,0,0
11,1,2,1,1,5,3,37,1,5,2,4,0,60,16652.656181945942,2,0,1,1,2,0,2,2,4,4,4,0,0,0,0,0
8,1,2,1,4,3,4,34,1,5,2,4,0,44,6985.791239631625,2,0,2,1,3,0,3,2,3,3,4,0,0,0,0,0
8,1,2,1,6,1,2,57,0,5,2,4,0,29,8197.279006828585,2,0,1,1,2,0,2,2,3,4,4,0,0,0,0,0
11,1,2,1,6,3,3,59,1,5,2,4,0,25,18714.689535589256,2,0,1,1,6,0,2,2,3,1,4,0,0,0,0,0
9,1,3,2,2,2,2,49,1,5,2,4,0,25,13179.002055996076,2,0,1,1,8,0,3,2,4,3,4,0,0,0,0,0
11,1,4,1,5,2,3,41,0,5,2,4,0,22,14295.630693870666,2,0,1,1,3,0,2,2,2,4,4,0,0,0,0,0
11,2,2,1,5,2,5,42,0,5,2,4,0,10,11351.472306370197,1,1,1,1,6,0,3,1,3,1,4,0,0,0,0,0
8,2,2,1,5,3,2,68,0,5,2,2,0,27,32596.488501667925,1,0,1,1,5,0,2,2,4,4,4,0,0,0,0,0
11,1,2,1,4,4,4,61,0,3,2,4,0,23,10573.422429297309,2,0,1,1,2,0,2,2,3,3,4,0,0,0,0,0
5,1,1,1,4,1,3,57,1,5,2,4,0,10,21388.48238144908,1,0,1,1,7,3,3,1,4,1,3,0,0,0,0,0
8,1,1,1,7,4,4,28,0,5,2,4,0,5,6858.897592937819,1,0,1,1,7,0,3,1,3,4,4,0,0,0,0,0
11,1,3,1,5,4,4,45,0,4,2,4,0,59,5230.7977204562885,2,0,1,1,9,0,3,2,1,4,3,0,0,0,0,0
10,1,1,1,5,1,1,64,0,5,2,4,0,8,1513.7662229826603,2,0,1,1,4,0,2,1,2,3,4,0,0,0,0,0
9,1,3,1,1,4,2,46,1,5,2,4,0,11,11872.029127043172,3,0,1,1,1,0,2,3,4,1,4,0,0,0,0,0
6,1,1,1,6,2,3,66,0,4,2,1,0,7,6588.784751822741,1,0,1,1,0,0,2,1,4,1,4,0,0,0,0,0
10,1,1,1,5,4,4,43,1,4,2,4,0,29,5757.395282212636,1,0,2,1,4,0,2,1,4,1,4,0,0,0,0,0
7,1,3,1,6,2,4,41,0,5,2,4,0,2,9457.201181544577,2,0,1,1,0,0,2,2,4,1,4,0,0,0,0,0
8,1,3,1,8,2,4,49,1,5,2,4,0,60,19805.585104999194,3,0,2,1,1,0,2,2,3,2,4,0,0,0,0,0
7,1,1,1,4,2,4,38,1,5,2,4,0,43,12349.478061903596,2,0,1,1,2,0,2,1,3,4,4,0,0,0,0,0
11,1,3,1,6,5,2,46,1,5,2,4,0,84,7155.537915759692,2,0,1,1,3,1,2,2,2,1,4,0,0,0,0,0
11,1,3,1,2,5,3,52,0,5,2,4,0,15,19115.53128333495,2,0,1,1,3,0,3,2,4,3,4,0,0,0,0,0
10,1,1,1,5,5,3,52,0,4,2,4,0,42,11463.440064688217,1,0,1,1,10,0,2,1,3,4,4,0,0,0,0,0
10,1,3,1,6,5,5,50,0,5,2,4,0,49,26390.817332489765,2,0,1,1,5,2,2,2,1,3,4,0,0,0,0,0
7,1,2,1,5,2,2,34,1,5,2,4,0,33,12000.0,3,0,2,1,0,0,2,2,4,3,4,0,0,0,0,0
8,1,2,1,4,4,4,50,1,5,2,4,0,11,11166.590631346737,2,0,1,1,8,0,2,2,4,1,3,0,0,0,0,0
5,1,3,1,6,1,3,45,1,5,2,4,0,6,21274.681201407948,1,0,1,1,3,1,3,1,4,1,3,0,0,0,0,0
7,1,2,1,1,2,2,46,1,5,2,4,0,42,21095.342891027256,1,0,1,1,2,0,2,1,4,1,4,0,0,0,0,0
11,1,2,1,5,4,2,43,1,5,2,4,0,62,24286.064094483667,2,0,1,1,1,0,2,2,3,3,4,0,0,0,0,0
10,1,3,1,7,2,2,54,1,5,2,4,0,32,19791.215763543085,3,0,1,1,0,0,2,2,3,3,4,0,0,0,0,0
7,1,3,1,6,4,3,43,0,5,2,4,0,16,16387.50991061093,2,1,1,1,6,0,2,2,3,3,2,0,0,0,0,0
11,1,2,1,6,3,2,42,1,5,2,4,0,122,5103.844235444061,2,0,2,1,5,2,3,2,1,4,3,0,0,0,0,0
8,1,2,1,4,5,4,44,1,5,2,4,0,23,12784.775984090424,2,0,1,1,5,0,2,2,4,1,4,0,0,0,0,0
11,1,2,1,2,3,4,53,0,5,2,4,0,21,18917.659357581982,2,0,1,1,6,0,2,2,4,1,4,0,0,0,0,0
8,1,3,1,7,2,2,42,1,5,2,4,0,38,30889.301904008604,2,1,1,1,5,0,2,2,3,4,4,0,0,0,0,0
10,1,2,1,6,1,4,54,1,4,2,4,0,18,12644.59579885865,1,0,1,1,14,0,2,2,3,3,3,0,0,0,0,0
11,1,2,1,5,4,3,41,0,5,2,4,0,32,8385.502797620342,1,0,1,1,4,0,2,2,2,3,4,0,0,0,0,0
9,1,2,1,6,3,3,54,1,4,2,4,0,20,12455.058858621587,2,0,1,1,0,0,2,2,4,1,4,0,0,0,0,0
11,1,2,1,2,3,4,62,0,5,2,4,0,31,19081.268005583748,3,0,1,1,0,0,3,2,4,3,2,0,0,0,0,0
10,1,3,1,1,2,4,40,0,5,2,4,0,42,14563.954654490855,2,0,1,1,8,0,2,1,3,1,4,0,0,0,0,0
8,1,2,1,6,5,4,64,0,4,2,4,0,13,6287.483815797331,2,0,1,1,11,0,2,2,3,3,3,0,0,0,0,0
6,1,1,1,4,2,2,52,1,5,2,4,0,20,25807.372895927583,2,0,2,1,3,0,2,1,2,4,4,0,0,0,0,0
8,1,2,1,6,3,4,34,0,4,2,4,0,18,9422.564145356531,3,0,1,1,0,0,2,2,4,1,4,0,0,0,0,0
11,1,1,1,7,4,3,28,0,5,2,4,0,13,16784.354239758988,1,0,1,1,4,0,2,1,2,4,3,0,0,0,0,0
9,2,2,1,6,4,4,60,0,5,2,4,0,27,9030.687155936508,2,0,1,1,0,0,3,2,3,4,4,0,0,0,0,0
8,1,2,1,6,4,3,30,1,5,2,4,0,39,13677.689758666302,1,0,1,1,0,0,2,2,4,4,4,0,0,0,0,0
8,1,3,1,6,4,4,54,0,4,2,4,0,18,5499.49335347226,2,0,1,1,8,0,2,2,2,4,4,0,0,0,0,0
10,1,1,1,3,5,2,44,0,5,2,4,0,20,14143.718267155771,1,0,1,1,3,0,2,1,2,1,4,0,0,0,0,0
11,1,3,1,4,5,5,53,1,4,2,4,0,39,15006.106296720687,2,0,1,1,2,0,2,3,4,1,4,0,0,0,0,0
7,1,1,1,7,2,4,59,1,5,2,1,0,24,15986.866780391394,1,0,1,1,0,0,2,1,1,1,2,0,0,0,0,0
11,1,3,1,6,5,5,34,0,5,2,4,0,20,7212.211674737236,2,1,1,1,4,0,2,2,2,4,4,0,0,0,0,0
6,1,2,1,6,4,4,39,0,3,2,4,0,31,13664.88452471636,1,0,1,1,0,0,2,2,4,4,4,0,0,0,0,0
5,1,3,1,4,2,3,53,0,4,2,4,0,16,13787.01153934382,2,0,1,1,1,0,2,2,3,1,4,0,0,0,0,0
8,1,4,1,7,3,2,34,1,4,2,2,0,21,31449.623332915908,1,0,1,1,0,0,2,2,1,4,4,0,0,0,0,0
10,1,2,1,5,4,4,60,0,5,2,4,0,27,17112.650907307045,2,0,1,1,4,0,3,2,2,1,4,0,0,0,0,0
9,1,2,1,5,2,2,39,1,5,2,4,0,24,11990.071805527688,2,0,1,1,10,0,2,2,3,3,3,0,0,0,0,0
8,1,3,1,6,4,3,37,1,5,2,4,0,27,12791.06385551366,1,0,1,1,0,0,2,1,4,3,4,0,0,0,0,0
9,1,1,1,1,4,2,57,0,5,2,4,0,33,22907.666479711414,2,0,1,1,31,0,3,1,3,3,4,0,0,0,0,0
10,1,1,1,2,3,5,43,1,5,2,4,0,33,15747.159208890122,1,0,1,1,2,0,3,1,4,3,3,0,0,0,0,0
6,1,3,1,4,5,4,56,1,5,2,4,0,16,18007.863676651894,2,0,1,1,13,0,2,2,4,4,4,0,0,0,0,0
9,1,3,1,5,4,3,51,1,5,2,4,0,18,17683.19757873653,2,0,1,1,8,1,2,2,3,1,4,0,0,0,0,0
7,1,3,1,4,2,3,51,1,5,2,1,0,25,9820.133090636697,3,0,1,2,1,0,3,2,3,1,4,0,0,0,0,0
10,1,2,1,1,3,3,41,1,3,2,4,0,63,21915.816395352733,2,0,1,1,2,0,2,2,4,3,4,0,0,0,0,0
8,1,3,1,6,2,2,58,0,5,2,4,0,26,6355.032774843815,3,0,1,1,10,0,2,2,4,1,4,0,0,0,0,0
7,1,2,1,5,2,2,31,1,5,2,4,0,15,12104.956730884584,3,0,1,1,9,0,2,2,4,3,4,0,0,0,0,0
10,1,3,1,6,2,2,36,1,4,2,4,0,42,30790.871715080462,2,1,1,1,6,0,2,2,3,1,4,0,0,0,0,0
7,1,3,1,6,2,3,38,0,4,2,4,0,30,3739.126165757261,2,1,1,1,3,0,2,1,4,2,4,0,0,0,0,0
11,1,2,1,1,1,4,61,1,5,2,4,0,27,23840.740060863867,5,0,1,1,5,0,2,2,4,3,4,0,0,0,0,0
9,1,3,1,5,4,2,41,0,5,2,4,0,31,10203.214745036568,2,0,1,1,4,1,2,2,2,3,4,0,0,0,0,0
11,1,3,1,6,4,2,53,1,5,2,4,0,39,15006.12567981748,2,0,1,1,2,0,2,3,4,1,4,0,0,0,0,0
9,1,2,1,7,2,3,54,1,4,2,4,0,30,375.78297009290486,3,0,1,1,7,2,3,2,3,4,4,0,0,0,0,0
11,1,5,1,8,4,4,34,0,5,2,4,0,45,14631.314120651508,4,1,1,1,4,0,2,4,3,3,4,0,0,0,0,0
8,1,2,1,6,3,3,50,1,5,2,4,0,38,12912.173721688276,2,0,1,1,2,0,3,1,1,1,3,0,0,0,0,0
10,1,4,1,6,3,3,48,1,3,2,4,0,38,22124.749434106216,4,0,1,1,5,0,2,3,4,3,4,0,0,0,0,0
7,1,3,1,1,4,5,38,0,5,2,4,0,16,21147.475366862396,2,0,1,1,0,0,3,2,4,3,4,0,0,0,0,0
11,1,1,1,6,1,1,53,0,5,2,4,0,40,8297.771077873731,1,0,1,1,0,0,2,1,1,4,4,0,0,0,0,0
10,1,2,1,6,4,4,32,0,5,2,4,0,45,19617.29821598894,2,0,2,1,4,0,2,2,4,4,4,0,0,0,0,0
10,1,3,1,5,4,4,57,0,5,2,4,0,34,17239.65905371205,2,0,1,1,6,0,3,2,2,1,4,0,0,0,0,0
8,1,4,1,4,4,4,42,1,5,2,4,0,22,4893.6714991840745,2,0,1,1,5,3,3,2,4,1,4,0,0,0,0,0
10,1,2,1,7,5,5,32,0,4,2,4,0,30,3902.393777509748,3,0,1,1,3,0,3,2,4,1,4,0,0,0,0,0
11,1,1,1,7,4,3,26,0,5,2,4,0,10,16778.309343283956,1,0,1,1,5,0,2,1,2,3,4,0,0,0,0,0
7,1,1,1,6,2,3,52,0,5,2,4,0,51,10668.660681748885,1,0,1,1,2,0,1,1,4,4,4,0,1,0,0,0
11,1,2,1,6,4,3,55,1,4,2,4,0,170,731.7194400082327,3,0,1,1,14,0,3,2,2,4,4,0,1,0,0,0
7,1,1,1,6,4,4,54,1,4,2,4,0,11,2843.3885380043967,1,0,1,1,1,0,2,1,3,3,2,0,0,0,0,0
11,1,4,1,6,4,2,44,0,5,2,4,0,35,8360.56066045023,2,0,1,1,1,0,2,2,3,3,3,0,0,0,0,0
9,1,2,1,6,3,3,52,1,5,2,4,0,16,18813.131494374877,2,0,1,1,5,0,2,2,4,1,4,0,0,0,0,0
11,1,3,1,5,4,3,43,1,4,2,4,0,45,37539.77042142454,2,0,2,1,8,0,2,2,4,4,4,0,0,0,0,0
6,1,1,1,4,5,4,49,1,5,2,4,0,20,10930.769044214729,2,0,1,1,11,0,3,1,2,1,4,0,0,0,0,0
10,1,3,1,6,5,3,41,0,5,2,4,0,36,11579.129274776298,2,0,1,1,5,0,3,2,3,4,4,0,0,0,0,0
7,1,3,1,6,2,4,41,0,5,2,4,0,1,9462.048529315458,2,0,1,1,0,0,1,2,4,1,4,0,0,0,0,0
9,1,2,1,5,1,2,50,1,5,2,4,0,16,11871.16616704534,2,0,1,1,6,0,2,2,4,3,4,0,0,0,0,0
11,1,3,1,7,5,3,30,1,5,2,4,0,38,16635.137232407647,4,0,1,1,0,0,3,3,2,2,4,0,0,0,0,0
8,1,2,1,6,5,3,43,0,4,2,4,0,35,10051.485109704006,3,0,1,1,0,0,2,2,3,1,1,0,0,0,0,0
9,1,3,1,2,3,4,47,1,4,2,4,0,36,7725.075834997486,2,0,1,1,5,0,2,2,4,1,4,0,0,0,0,0
10,1,2,1,6,1,4,48,1,5,2,4,0,47,12685.55863326234,2,0,1,1,7,0,3,2,3,1,3,0,0,0,0,0
8,1,2,1,5,4,4,65,1,5,2,4,0,4,11195.769949281586,2,0,1,1,4,0,2,2,4,1,3,0,0,0,0,0
10,1,4,1,6,2,4,42,0,5,2,4,0,44,14575.211148520675,3,1,1,1,7,1,2,2,3,1,4,0,0,0,0,0
8,1,1,1,4,2,2,57,0,5,2,4,0,30,18667.14422292176,1,0,1,1,6,0,2,1,4,4,4,0,0,0,0,0
7,1,2,2,1,4,4,45,1,4,2,4,0,76,23682.82797813163,1,0,1,1,1,0,2,1,4,3,4,0,0,0,0,0
7,1,2,1,5,5,5,42,0,5,2,4,0,24,5770.542940373553,1,0,1,1,5,0,2,2,2,1,4,0,0,0,0,0
8,1,2,1,6,4,3,55,1,5,2,4,0,16,12872.419004787604,2,0,1,1,7,0,3,2,2,1,4,0,0,0,0,0
11,1,4,1,5,5,5,37,0,5,2,4,0,11,11369.325966591725,2,0,1,1,4,0,2,2,1,1,4,0,0,0,0,0
11,1,1,1,3,4,3,57,1,4,1,4,0,27,16254.24562091343,1,0,1,1,2,0,2,1,2,3,4,0,0,0,0,0
11,1,4,1,6,5,5,42,0,4,2,4,0,64,15015.047929605353,2,0,1,1,1,0,2,3,4,1,4,0,0,0,0,0
8,1,1,1,4,4,2,60,1,4,2,4,0,12,2205.4590651070826,2,0,1,1,3,0,2,1,1,1,4,0,0,0,0,0
11,1,3,1,4,5,5,57,1,4,2,4,0,10,15038.2558110662,2,0,1,1,2,0,2,3,4,1,4,0,0,0,0,0
10,1,4,1,1,4,2,49,1,5,2,4,0,56,22244.83473601003,4,0,1,1,6,0,3,3,3,1,4,0,0,0,0,0
7,1,1,1,5,4,4,49,1,5,2,4,0,26,1143.0525595014394,2,0,1,1,2,0,2,1,2,1,3,0,0,0,0,0
10,1,2,1,4,3,2,68,0,5,2,4,0,9,4796.42279598077,2,0,1,1,11,0,2,2,4,1,3,0,0,0,0,0
10,1,3,1,6,5,4,52,1,4,2,4,0,25,6078.190678596166,3,0,1,1,0,0,2,2,4,3,4,0,0,0,0,0
11,1,2,1,6,2,2,45,0,4,2,4,0,15,8001.748738285611,1,0,1,1,0,0,2,1,3,4,3,0,0,0,0,0
10,1,2,1,6,5,5,36,0,4,2,4,0,33,4110.197219368091,3,0,1,1,5,0,3,2,3,1,4,0,0,0,0,0
7,1,3,1,6,2,4,44,0,5,2,4,0,18,3536.288754527472,2,0,1,1,2,0,2,2,2,2,4,0,0,0,0,0
9,1,2,1,6,4,3,56,1,4,2,4,0,13,13307.47978636993,1,0,1,1,2,0,2,1,4,4,4,0,0,0,0,0
10,1,2,1,5,1,1,56,0,5,2,4,0,45,1370.9203068416512,2,0,1,1,4,0,2,1,2,1,4,0,0,0,0,0
5,1,1,1,6,2,3,62,1,5,2,4,0,11,11084.160283336392,1,0,1,2,5,0,2,1,2,4,2,0,0,0,0,0
7,1,2,1,5,2,4,58,0,4,2,4,0,8,3760.3746396662814,1,0,1,1,4,1,2,1,4,4,4,0,0,0,0,0
11,1,3,1,2,5,4,51,0,5,2,4,0,17,19074.7071128794,3,0,1,1,1,0,3,2,4,3,2,0,0,0,0,0
8,1,2,1,5,3,3,49,1,5,2,4,0,5,4714.420780280656,2,0,2,1,1,0,2,1,4,1,4,0,0,0,0,0
7,1,3,1,4,2,2,60,1,3,2,4,0,56,25768.160490685867,2,0,2,1,0,0,2,3,4,4,4,0,0,0,0,0
11,1,3,1,6,5,3,56,0,5,2,4,0,33,10664.649468221904,1,0,1,1,5,0,3,2,4,4,3,0,0,0,0,0
8,1,3,1,6,4,3,34,1,5,2,4,0,22,12817.501579393926,2,0,1,1,3,0,2,2,4,1,4,0,0,0,0,0
7,1,1,1,6,2,3,61,1,5,1,4,0,26,16253.507982778048,1,0,1,1,4,0,2,1,2,4,4,0,0,0,0,0
11,1,4,1,7,4,3,68,0,5,2,4,0,86,16673.520014328733,4,0,1,1,0,0,2,4,2,4,4,0,0,0,0,0
8,1,2,1,6,5,5,46,0,3,2,4,0,32,10035.43099800703,2,0,1,1,3,1,2,2,3,1,1,0,0,0,0,0
8,1,2,1,4,4,4,64,1,5,2,4,0,12,4819.964286681442,2,0,1,1,12,0,2,2,4,1,4,0,0,0,0,0
11,1,3,1,4,5,4,51,0,5,2,4,0,41,14867.406378386571,3,0,2,1,2,0,2,2,4,1,4,0,0,0,0,0
7,1,2,1,4,5,3,44,1,5,2,4,0,31,904.1882736597352,3,0,2,1,0,0,2,2,3,3,3,0,0,0,0,0
6,1,2,1,5,2,3,56,1,3,2,4,0,89,25805.96090649553,3,0,1,1,17,0,2,2,4,4,4,0,0,0,0,0
8,1,3,1,3,4,4,44,1,5,2,4,0,31,11213.36802459093,2,0,1,1,6,0,2,2,3,1,3,0,0,0,0,0
10,1,2,1,6,4,4,69,1,4,2,4,0,34,12725.960880037706,1,0,1,1,8,0,2,1,3,3,4,0,0,0,0,0
11,1,3,1,6,3,3,28,1,4,2,4,0,5,4552.318561927137,1,1,1,1,6,0,3,1,3,4,4,0,0,0,0,0
6,1,4,1,5,4,4,45,1,5,2,4,0,25,4938.374425600853,2,0,2,1,3,2,2,2,4,1,3,0,0,0,0,0
7,1,4,1,6,2,5,40,0,5,2,4,0,26,3803.653920722366,2,0,1,1,2,0,2,2,4,4,4,0,0,0,0,0
8,1,2,1,6,2,2,29,0,5,2,4,0,34,9599.765424407571,2,0,1,1,6,0,2,2,1,1,3,0,0,0,0,0
10,1,3,1,6,5,4,50,1,4,2,4,0,27,6121.032834588341,3,0,1,1,2,0,2,2,4,3,4,0,0,0,0,0
7,1,1,1,5,2,3,48,0,4,2,4,0,27,3717.187713486993,1,0,1,1,3,0,2,1,4,4,4,0,0,0,0,0
7,2,2,1,5,4,3,56,0,5,2,4,0,21,12190.997492294977,2,0,1,1,5,0,3,2,3,2,4,0,0,0,0,0
11,1,3,1,6,2,2,43,0,5,2,4,0,17,8167.281798585383,2,0,1,1,3,0,2,2,3,4,4,0,0,0,0,0
11,1,2,1,5,4,3,39,0,5,2,4,0,63,12218.22213122661,3,0,1,1,0,0,2,2,4,2,4,0,0,0,0,0
11,1,2,1,4,4,4,54,0,5,2,4,0,47,14856.016048173222,2,0,2,1,2,0,2,2,4,1,4,0,0,0,0,0
10,1,2,1,6,1,2,53,1,5,2,4,0,55,28881.48911882233,1,0,1,1,0,0,1,2,4,1,4,0,0,0,0,0
9,1,2,1,6,5,2,42,0,4,2,4,0,46,22465.516244500697,2,0,1,1,6,0,3,2,4,4,4,0,0,0,0,0
11,1,2,1,6,5,3,48,0,5,2,4,0,19,10631.099557268388,1,0,1,1,11,0,3,2,3,4,3,0,0,0,0,0
10,1,4,1,6,5,5,46,0,5,2,4,0,71,26434.37178326539,3,0,1,1,2,1,2,3,1,4,4,0,0,0,0,0
8,1,1,1,2,2,2,42,0,5,2,4,0,26,18429.024389223378,1,0,1,1,3,0,2,1,4,1,4,0,0,0,0,0
9,1,2,1,2,2,4,23,0,4,2,4,0,46,42067.52789296067,2,0,2,1,1,0,2,2,4,3,4,0,0,0,0,0
7,1,3,1,6,4,5,52,1,4,2,4,0,30,2406.3693890290724,2,0,1,1,14,0,2,2,4,1,4,0,0,0,0,0
8,1,2,1,6,1,3,50,1,5,2,4,0,45,15245.358982942857,3,0,1,1,2,0,2,2,3,1,3,0,0,0,0,0
9,1,2,2,2,2,2,42,1,5,2,4,0,28,13204.44768196797,2,0,1,1,3,0,3,2,4,3,4,0,0,0,0,0
11,1,2,1,7,2,3,55,0,5,2,4,0,52,3238.6764752550325,2,0,1,1,5,0,3,2,3,4,3,0,0,0,0,0
11,1,1,1,7,2,4,49,1,4,2,1,0,24,16002.783081755197,2,0,1,1,9,0,2,1,1,1,2,0,0,0,0,0
6,1,2,1,6,4,4,33,0,3,2,4,0,35,13669.166227247248,1,0,1,1,0,0,2,2,4,4,4,0,0,0,0,0
7,1,4,1,1,4,3,77,1,5,2,4,0,47,16567.685206699934,4,0,1,1,5,0,2,3,4,4,4,0,0,0,0,0
8,1,2,1,8,2,4,43,1,5,2,4,0,46,19693.246850827465,2,0,2,1,5,0,2,2,3,3,4,0,0,0,0,0
7,1,1,1,6,2,3,51,0,4,2,4,0,20,3721.2247360822503,1,0,1,1,3,0,2,1,4,2,4,0,0,0,0,0
10,1,1,1,6,4,4,72,0,5,2,4,0,21,11484.318687098576,1,0,1,2,0,0,2,1,2,4,4,0,0,0,0,0
8,1,1,1,1,1,2,56,0,5,2,4,0,19,1606.5729020517283,1,0,1,1,1,0,2,1,3,3,3,0,0,0,0,0
9,1,1,1,4,2,3,62,1,5,2,4,0,27,12345.323871123552,2,0,1,1,8,0,2,1,3,2,4,0,0,0,0,0
8,1,1,1,4,1,2,55,0,5,2,4,0,23,2550.0482959451706,1,0,1,1,20,0,2,1,4,1,4,0,0,0,0,0
11,1,2,1,6,5,3,36,0,4,2,4,0,31,10087.004064296088,2,0,1,1,13,1,3,2,3,1,3,0,0,0,0,0
8,1,2,1,6,2,2,57,1,5,2,4,0,64,19932.92501628814,2,0,1,1,15,0,3,2,3,3,3,0,0,0,0,0
8,1,1,1,7,2,4,51,1,4,2,4,0,41,15991.985074854192,1,0,1,1,2,0,2,1,3,3,4,0,0,0,0,0
8,1,2,1,4,1,2,46,0,5,2,4,0,36,1566.2917439055166,1,0,1,1,0,0,2,2,3,3,3,0,0,0,0,0
11,1,3,1,6,4,3,36,1,5,2,4,0,23,14372.429926210543,3,0,2,1,58,0,2,2,3,3,2,0,0,0,0,0
6,1,3,1,4,3,3,43,1,5,2,4,0,26,9836.174884575978,2,0,1,2,1,0,2,2,4,2,4,0,0,0,0,0
10,1,3,1,5,4,4,51,0,5,2,4,0,55,17626.996548502226,2,0,1,1,5,0,2,2,2,4,4,0,0,0,0,0
7,1,2,1,8,2,4,25,0,3,2,4,0,28,44217.70063497625,2,0,2,1,2,0,3,2,4,4,4,0,0,0,0,0
10,1,2,1,6,1,2,48,1,5,2,4,0,46,28427.269795720156,1,0,1,1,0,0,1,2,2,1,4,0,0,0,0,0
8,1,2,1,6,3,2,59,1,4,2,4,0,26,12982.958982658676,2,0,1,1,5,1,3,2,2,1,4,0,0,0,0,0
10,1,4,1,7,3,3,45,1,5,2,4,0,34,507.31890804764873,3,0,1,1,6,0,3,2,3,3,4,0,0,0,0,0
10,1,2,1,2,4,4,48,0,4,2,4,0,6,5467.403708515326,2,0,1,1,3,0,3,2,2,4,4,0,0,0,0,0
7,1,2,1,5,5,4,36,1,5,2,4,0,43,6984.055052022023,2,0,1,1,4,0,3,2,3,3,4,0,0,0,0,0
10,1,1,1,6,4,3,34,1,4,2,1,0,40,16023.904475717503,2,0,1,1,4,0,2,1,1,3,4,0,0,0,0,0
11,1,3,1,5,5,5,45,1,5,2,4,0,8,7102.5784897791855,2,0,2,1,6,0,2,2,2,3,3,0,1,0,0,0
7,1,2,1,6,4,3,48,1,5,2,4,0,42,600.6986720327521,2,0,1,1,12,0,3,2,2,4,4,0,0,0,0,0
11,1,1,1,6,5,3,49,1,5,2,4,0,12,2753.9414642278302,2,0,1,1,3,0,2,1,3,1,2,0,0,0,0,0
7,1,2,1,5,4,4,54,1,5,2,4,0,17,17685.864927805243,2,0,1,1,9,1,2,2,3,1,2,0,0,0,0,0
7,1,2,1,2,4,4,58,0,5,2,4,0,19,17051.375424277947,2,0,2,1,2,0,2,2,2,1,4,0,0,0,0,0
