Household income,Home Ownership,Count of household members,Household in urban/rural area,population density,Price of Gasoline Affects Travel,Travel is a Financial Burden,Age,Gender,Educational Attainment,More than One Job,Job Category,Count of Car Share Program Usage,Trip Time to Work in Minutes,Best estimate of annual miles,Count of household vehicles,count of children in household,Relationship,Full-Time or Part-Time Worker,Count of Walk Trips,Count of Bike Trips,Level of Physical Activity,Count of adult household members,Public Transportation or Taxi, Passenger to Friend/Family Member or Rental Car, Bicycle or Walk,Race African,Race Asian,Race American Indian,Race Native Hawaiian,Multiple Response Race
4,2,1,1,5,1,1,52,1,3,2,2,0,60,10184.4953839154,1,0,1,1,0,0,1,1,2,1,4,0,0,0,0,0
8,1,4,1,5,2,1,36,0,5,2,1,0,15,12493.4504754483,2,2,1,1,0,0,2,2,4,1,4,0,0,0,0,0
10,1,2,2,1,3,3,35,1,5,2,4,0,20,19260.2872937176,2,0,1,1,2,0,3,2,2,1,4,0,0,0,0,0
3,2,3,1,3,5,4,21,0,3,2,3,0,60,52912.4904535241,2,1,2,1,83,0,3,2,3,3,4,0,0,0,0,0
11,1,3,1,2,4,4,52,1,4,2,3,0,20,8579.30370130808,3,0,2,1,7,0,2,3,4,1,4,1,0,0,0,0
8,1,3,1,6,2,4,42,1,3,2,4,0,50,11763.3137766927,5,0,1,1,0,0,1,2,1,1,2,0,0,0,0,0
4,1,2,2,1,1,1,47,1,3,2,2,0,10,8156.46202265032,2,0,1,1,0,0,1,1,4,4,4,1,0,0,0,0
7,1,5,1,4,2,1,42,1,4,2,2,0,30,15351.4203066519,4,0,3,1,0,0,3,4,4,4,4,0,0,0,0,0
7,1,4,1,6,3,2,45,1,3,2,1,0,15,42542.9971520754,2,0,2,2,7,0,2,2,4,4,4,0,0,0,0,0
5,1,2,1,6,1,2,68,0,3,2,3,0,15,15893.917182,2,0,1,1,4,0,3,2,1,4,4,0,0,0,0,0
9,1,1,1,5,5,5,55,0,4,2,4,0,60,21621.0214283577,1,0,1,1,7,1,2,1,3,1,4,0,0,0,0,0
10,1,5,1,5,3,4,40,1,4,2,4,0,5,27628.1641604088,2,0,2,1,5,0,3,2,4,1,3,0,0,0,0,0
9,1,2,1,5,4,3,26,0,4,2,2,0,30,13922.7820396588,2,0,1,1,0,0,3,2,2,3,1,0,1,0,0,0
5,1,1,1,7,1,2,65,0,3,2,1,0,15,32692.3767361161,2,0,1,1,2,0,2,1,1,4,3,1,0,0,0,0
10,1,3,1,7,5,2,44,1,4,2,2,0,20,7261.78763803452,2,0,2,1,10,0,2,2,1,1,4,0,1,0,0,0
6,1,1,1,2,5,5,66,1,5,2,2,0,30,16589.4666457629,1,0,1,1,0,0,2,1,4,1,4,0,0,0,0,0
10,1,2,1,7,1,3,60,0,4,2,4,0,60,17499.4191543646,2,0,2,1,1,0,2,2,3,1,4,0,0,0,0,0
5,2,1,1,6,4,4,53,0,3,2,1,0,10,5439.83012836273,1,0,1,1,7,0,2,1,2,4,4,0,0,0,0,0
11,1,3,1,5,4,3,56,1,4,2,1,0,15,7379.11397099851,3,0,1,1,7,0,3,2,3,3,2,0,0,0,0,0
10,1,2,1,6,2,3,49,1,3,2,2,0,58,10497.8741627534,2,0,1,1,5,0,2,2,1,1,2,0,0,0,0,0
8,1,3,1,6,2,3,58,0,3,2,4,0,10,6457.10941664783,3,0,1,1,7,0,2,3,4,4,4,0,0,0,0,0
10,1,3,1,8,2,1,40,0,5,1,4,0,35,23274.5137790285,1,1,1,1,15,1,2,2,3,3,1,0,0,0,0,0
11,2,1,1,8,5,3,67,0,5,1,4,0,15,3424.37650545989,1,0,1,1,40,3,3,1,3,1,3,0,0,0,0,0
9,1,2,1,3,2,3,63,0,4,2,4,0,10,13839.7187460255,1,0,1,1,0,0,2,2,3,1,4,0,0,0,0,0
6,1,2,2,1,1,1,68,1,3,2,1,0,40,8744.9722809527,4,0,1,1,7,0,3,2,4,4,4,0,0,0,0,0
6,1,2,1,2,1,1,61,1,3,2,2,0,5,7317.89369973291,2,0,1,1,12,0,3,2,4,4,4,0,0,0,0,0
11,1,2,1,6,5,4,48,1,4,2,2,0,13,10642.5118409434,2,0,1,1,0,0,2,2,2,3,4,0,0,0,0,0
10,1,2,1,5,4,4,60,0,4,2,4,0,25,5212.02516297891,2,0,2,1,1,0,2,2,2,1,2,0,0,0,0,0
8,1,2,1,3,4,2,62,0,4,1,4,0,40,13685.4195189433,2,0,2,2,0,0,3,2,4,4,4,0,0,0,0,0
5,2,2,1,7,4,3,61,0,2,2,1,0,15,22958.4981323888,2,0,1,1,5,0,2,2,4,4,4,0,0,0,0,0
11,1,2,1,6,2,3,61,0,3,2,1,0,30,38934.0075293203,2,0,2,1,0,0,2,2,3,3,2,0,0,0,0,0
5,1,3,2,2,5,5,22,0,2,2,2,0,40,22418.0,3,0,3,1,7,0,3,3,4,4,4,0,0,0,0,0
9,1,4,1,4,3,2,37,0,5,2,1,0,45,16509.3090958109,2,1,2,1,0,0,3,2,4,1,3,0,0,0,0,0
7,1,3,2,2,1,2,59,0,4,2,1,0,26,19558.1435431521,3,0,1,1,5,0,2,2,2,4,4,0,0,0,0,0
3,1,2,2,2,4,4,26,1,3,2,2,0,15,11846.2435098564,3,0,1,1,0,0,1,2,4,4,4,0,0,0,0,0
1,2,1,2,1,1,3,61,1,5,2,1,0,10,1138.13677821337,1,0,1,2,70,0,2,1,4,4,2,1,0,0,0,0
6,2,2,1,6,3,3,31,1,3,2,1,0,40,16690.1000910784,1,0,1,1,3,0,2,2,1,3,2,0,0,0,0,0
10,1,4,2,1,2,4,36,1,4,2,4,0,40,5941.79899745264,2,2,2,1,1,0,2,2,4,3,4,0,1,0,0,0
6,2,2,1,7,2,4,38,0,3,2,4,0,20,14002.3315518792,2,0,2,2,2,0,1,2,4,4,4,0,0,0,0,0
6,1,2,2,1,3,3,66,0,5,2,4,0,18,8687.13251413142,3,0,1,1,5,0,2,2,2,4,4,0,0,0,0,1
10,1,2,1,3,5,3,58,0,4,2,4,0,30,15130.4294018747,3,0,2,1,7,0,1,2,2,3,4,0,0,0,0,0
8,1,1,1,6,5,5,54,0,4,2,4,0,45,6983.44174483853,1,0,1,1,3,0,3,1,3,4,2,0,0,0,0,0
6,2,1,2,1,4,4,30,1,5,2,4,0,40,11159.6582096553,1,0,1,1,4,0,2,1,3,3,1,0,0,0,0,0
5,1,2,2,1,2,2,52,1,2,2,2,0,3,6499.34274241215,5,0,1,1,16,0,2,2,4,4,4,0,0,0,0,0
11,1,2,1,6,4,4,48,0,4,2,4,0,15,13665.2652820727,3,0,2,1,22,0,1,2,4,4,4,0,0,0,0,0
10,1,2,1,2,4,3,56,1,4,2,2,0,10,25462.2671858541,2,0,1,1,3,0,2,2,4,1,4,0,0,0,0,0
5,1,1,1,6,2,3,30,1,4,1,4,0,45,6015.89883680225,2,0,1,1,2,0,3,1,1,2,2,0,1,0,0,0
7,1,1,1,2,1,1,54,1,3,2,4,0,1,26676.9959816373,1,0,1,1,3,0,2,1,4,3,2,0,0,0,0,0
8,2,3,1,4,1,2,31,0,4,2,4,0,5,7118.80425553916,2,0,5,1,0,0,2,3,4,1,4,0,0,0,0,0
8,1,4,1,5,2,3,54,1,2,2,2,0,25,3660.9162759615,4,0,1,1,0,0,1,4,2,4,4,0,0,0,0,0
7,1,4,1,4,2,2,49,1,2,2,4,0,15,10879.6988136049,2,0,2,1,0,0,1,3,4,4,4,0,0,0,0,0
10,1,4,1,6,4,4,46,0,5,2,4,0,30,44214.3620926274,2,0,1,1,9,0,2,2,1,1,3,0,0,0,0,0
11,1,4,2,2,2,2,37,0,5,1,4,0,40,12771.1915397927,2,0,1,1,1,0,1,2,4,1,3,0,0,0,0,0
11,1,2,1,4,1,2,44,0,5,2,4,0,70,25338.1826251126,2,0,1,1,5,0,2,2,3,3,4,0,0,0,0,0
8,1,2,1,3,5,4,58,0,2,2,1,0,30,22212.5264896152,2,0,1,1,7,0,2,2,2,4,2,0,0,0,0,0
6,1,5,2,1,4,4,37,1,4,2,2,0,20,10319.8255163006,2,2,1,1,2,0,2,2,4,4,4,0,0,0,0,0
5,1,1,1,3,1,3,26,1,4,2,4,0,15,8826.62572845052,1,0,1,1,1,0,2,1,2,3,4,0,0,0,0,0
8,1,3,2,1,2,3,40,0,2,2,4,0,22,12295.3072563164,4,0,2,1,5,0,2,3,4,1,4,0,0,0,0,0
2,1,4,1,7,1,1,33,1,3,2,2,0,45,10161.7696220604,2,0,1,2,2,0,3,2,1,4,2,0,0,0,0,1
1,1,3,1,3,2,3,41,1,5,2,4,0,25,12917.9379592276,2,0,2,1,0,0,2,2,3,3,3,0,0,0,0,0
6,1,3,2,1,1,1,33,1,4,2,4,0,45,24045.42819821,2,1,1,1,2,1,2,2,4,1,3,0,0,0,0,0
5,1,2,1,6,2,3,73,0,2,2,3,0,10,5667.33728023449,2,0,2,2,0,0,2,2,1,1,4,0,0,0,0,0
9,1,5,1,4,3,3,31,0,3,2,3,0,10,7105.88165596618,5,0,3,1,5,0,3,5,2,1,4,0,0,0,0,0
10,2,1,1,7,5,2,40,1,4,2,4,0,45,14320.09506136,1,0,1,1,0,0,2,1,3,3,2,0,0,0,0,0
10,1,4,1,6,3,4,35,1,5,2,4,0,50,7368.05145477404,2,2,1,1,0,0,2,2,2,3,4,0,0,0,0,0
9,1,3,2,1,5,5,55,0,4,2,4,0,20,23764.7042216267,8,0,1,1,18,0,2,3,4,1,4,0,0,0,0,0
4,1,1,1,6,5,5,67,1,2,2,2,0,12,5321.75294891446,1,0,1,1,0,0,2,1,4,4,4,0,0,0,0,0
7,2,4,1,2,2,3,32,1,3,2,4,0,60,14795.1063491736,3,1,2,1,5,0,3,2,4,3,4,0,0,0,0,0
11,1,2,1,2,2,3,57,0,5,2,4,0,10,12745.1020857916,3,0,1,1,5,0,3,2,2,3,3,0,0,0,0,0
7,1,2,2,1,2,3,60,1,5,2,4,0,40,13984.7852890623,2,0,1,1,5,0,2,2,4,4,4,0,0,0,0,0
10,1,2,2,2,2,4,29,1,5,2,4,0,18,14553.6001482045,2,0,2,1,1,0,2,2,4,4,3,0,0,0,0,0
8,1,2,1,2,4,2,41,0,5,2,4,0,35,226.454357056352,2,0,1,1,7,0,2,2,4,3,4,0,0,0,0,0
6,1,2,1,6,1,1,49,0,3,2,3,0,20,10140.1355089499,2,0,2,1,1,0,2,2,4,1,4,0,0,0,0,0
8,1,3,1,2,4,2,36,0,3,2,1,0,30,129759.795635887,2,0,1,1,7,0,2,2,4,4,4,0,0,0,0,0
6,1,2,1,5,3,2,71,0,3,2,1,0,13,6470.7512447808,3,0,2,1,5,0,1,2,1,1,4,0,0,0,0,0
6,1,5,2,1,2,2,45,0,3,2,1,0,40,18201.6534543921,3,0,2,1,10,0,1,2,4,4,4,0,0,0,0,0
8,1,3,2,1,5,4,47,0,3,2,4,0,10,6722.43366027217,3,0,2,1,3,0,2,2,1,4,4,0,0,0,0,0
4,1,5,1,3,1,1,38,1,4,2,4,0,2,3462.72595332321,2,1,2,1,0,0,2,3,2,4,4,0,0,0,0,0
8,1,2,1,6,2,2,61,0,4,2,4,0,40,9928.43650030514,2,0,2,1,3,1,3,2,4,3,4,1,0,0,0,0
6,1,1,1,6,1,3,41,1,2,2,3,0,20,12026.9540766716,1,0,1,1,5,5,2,1,3,4,4,1,0,0,0,0
7,1,3,1,6,4,3,50,0,2,2,3,0,10,17405.1702734766,3,0,2,1,0,0,1,3,4,4,4,0,0,0,0,0
10,2,1,1,7,2,3,57,1,5,2,4,0,17,13777.2066223767,1,0,1,1,7,1,3,1,4,4,3,0,0,0,0,1
11,1,1,1,7,4,4,36,1,4,2,1,0,40,22538.7922101513,2,0,1,1,4,0,3,1,3,3,3,0,0,0,0,0
4,2,4,1,6,2,1,36,0,5,1,3,0,6,3252.13699576827,1,0,1,1,2,0,1,2,4,1,2,0,1,0,0,0
8,1,2,1,6,4,2,39,0,5,2,4,0,17,11497.3631723747,3,0,1,1,21,3,2,2,1,2,1,0,0,0,0,0
4,2,2,1,6,1,3,22,1,3,2,1,0,10,19940.819148157,2,0,1,1,3,0,2,2,3,3,2,0,0,0,0,0
10,1,2,1,6,3,3,46,0,5,2,4,0,20,11200.0,1,0,1,1,7,0,1,2,3,4,2,0,1,0,0,0
9,1,2,2,2,5,5,82,0,4,2,4,0,5,991.19416274001,3,0,1,2,0,0,1,2,4,4,4,0,0,0,0,0
5,2,2,1,6,2,2,27,1,4,1,4,0,40,10194.4839431793,2,0,1,1,4,0,2,2,1,4,2,0,0,0,0,0
9,1,2,1,4,4,3,69,0,5,2,4,0,40,21860.986227693,2,0,1,2,9,0,3,2,2,4,4,0,0,0,0,0
6,1,2,1,3,4,4,60,1,4,2,2,0,20,27231.5216352939,1,0,2,1,0,0,2,2,4,2,4,0,0,0,0,0
8,2,10,1,3,3,4,40,1,3,2,1,0,8,15220.3761610135,3,2,2,2,1,0,2,3,4,4,4,0,0,0,0,0
5,2,6,1,6,2,3,42,1,3,2,2,0,50,19789.9574125921,2,2,1,1,3,0,2,2,4,4,4,0,0,0,0,1
8,2,2,2,2,5,5,29,0,4,2,1,0,35,25894.807154366,2,0,1,1,2,3,2,2,2,3,4,0,0,0,0,0
11,1,2,1,3,5,5,53,1,3,2,1,0,12,10043.5016452555,2,0,1,1,3,0,3,2,3,3,3,0,0,0,0,0
8,1,2,2,1,1,2,35,1,3,1,2,0,35,25255.2464878115,3,0,1,1,0,0,3,2,4,1,4,0,0,0,0,0
9,1,4,1,4,2,2,31,1,5,2,4,0,38,16688.9052381767,2,2,1,1,1,0,2,2,2,3,4,0,0,0,0,0
6,1,2,2,2,2,3,63,1,3,2,4,0,20,12675.0323506791,2,0,1,1,15,0,3,2,1,4,4,0,0,0,0,0
7,1,1,1,3,2,3,40,0,3,2,1,0,90,9581.67810540486,2,0,1,1,7,0,3,1,1,4,4,1,0,0,0,0
6,2,2,2,2,1,1,75,0,3,2,3,0,48,8813.69749711444,3,0,1,2,0,0,3,2,4,1,4,0,0,0,0,0
8,1,2,1,8,3,4,49,1,5,2,4,0,30,10947.2727272727,2,0,1,1,1,0,2,2,2,4,4,0,1,0,0,0
6,1,1,2,2,2,3,57,1,3,2,4,0,200,12835.6448390964,2,0,1,1,5,0,2,1,2,3,4,0,0,0,0,0
11,1,2,2,3,2,3,50,1,4,2,1,0,5,15000.0,2,0,2,2,6,0,2,2,4,1,4,0,0,0,0,0
7,1,3,1,5,4,4,45,0,4,2,1,0,10,5402.69026260083,2,0,1,1,10,0,3,2,2,4,4,0,0,0,0,0
8,2,2,1,7,4,2,46,1,5,2,4,0,35,4000.0,3,0,1,1,25,10,3,2,4,4,3,0,0,0,0,0
10,1,2,1,6,2,3,64,0,4,2,4,0,20,11849.1490672441,2,0,2,1,3,0,2,2,1,2,4,0,0,0,0,0
8,1,4,1,5,5,3,48,0,2,2,3,0,70,13643.1476603631,3,0,6,1,0,0,3,3,4,1,4,0,0,0,0,0
10,1,2,2,1,4,3,56,0,2,2,1,0,95,28505.6797346588,3,0,2,1,14,0,3,2,4,4,4,0,0,0,0,0
8,1,2,1,6,2,2,51,1,3,1,4,0,75,8682.64340271384,2,0,2,1,5,0,2,2,2,3,3,0,0,0,0,0
10,1,6,1,5,3,4,47,1,5,2,4,0,15,8049.32756717646,4,0,1,2,2,0,2,4,1,3,2,0,0,0,0,0
6,1,1,1,3,5,5,57,0,2,2,3,0,30,5916.67849601004,1,0,1,1,0,0,1,1,4,4,4,0,0,0,0,0
8,1,2,1,3,5,2,58,1,4,1,4,0,10,50000.0,2,0,1,1,3,0,2,2,4,4,4,0,0,0,0,0
10,1,3,1,3,4,3,48,1,4,2,4,0,15,15452.6277646296,4,0,2,2,4,0,2,3,3,3,2,0,0,0,0,0
7,1,1,1,5,3,3,67,1,5,2,4,0,15,277.577076906405,1,0,1,1,5,0,2,1,4,3,2,0,0,0,0,0
7,1,3,1,2,2,3,35,0,4,2,3,0,40,30515.4380805212,2,1,1,2,3,0,2,2,2,3,4,0,0,0,0,0
7,2,2,1,4,3,3,24,1,4,2,4,0,15,12679.2669243091,2,0,1,1,3,0,2,2,4,4,4,0,0,0,0,0
9,2,1,1,4,4,4,49,1,2,2,4,0,20,8357.15757289329,1,0,1,1,4,0,2,1,3,4,4,0,0,0,0,0
6,1,2,2,2,1,4,57,0,2,2,3,0,62,18378.7243657399,3,0,1,1,14,0,3,2,4,4,2,0,0,0,0,0
6,1,2,1,6,3,3,47,1,5,2,4,0,25,16759.3291893766,3,0,1,1,5,0,2,2,3,1,2,0,0,0,0,0
5,1,1,1,2,3,2,55,1,3,2,1,0,55,27211.1233111512,1,0,1,1,3,0,2,1,4,1,4,0,0,0,0,0
9,1,3,1,6,2,2,42,1,5,2,4,0,45,6845.4209393564,1,0,1,1,5,0,3,2,1,4,4,0,0,0,0,0
6,1,2,1,4,2,3,60,0,3,2,1,0,15,13070.090146158,2,0,1,1,0,0,2,2,4,1,4,0,0,0,0,0
7,1,6,1,6,2,4,34,1,4,2,4,0,7,7211.69402180316,2,0,1,2,3,2,2,2,4,1,4,0,0,0,0,0
5,2,3,1,2,2,2,49,1,4,2,2,0,65,18738.986202011,1,0,1,1,2,0,2,1,4,1,3,0,0,0,0,0
3,1,3,2,2,2,2,39,1,3,2,4,0,15,28995.0483978231,2,0,1,1,0,0,2,2,4,4,4,1,0,0,0,0
11,1,4,1,2,4,4,53,1,4,2,4,0,6,6811.99632375507,3,1,2,2,4,0,2,3,3,3,3,0,0,0,0,0
8,1,2,2,1,2,3,57,1,3,2,4,0,20,17743.5034247501,3,0,1,1,7,0,2,2,4,4,4,0,0,0,0,0
6,2,4,1,6,2,4,41,1,2,2,1,0,30,4000.0,7,0,2,1,7,0,2,3,2,4,4,0,0,0,0,0
9,1,2,1,3,4,4,64,0,2,2,3,0,2,11628.4399719565,2,0,1,1,0,0,2,2,3,4,4,0,0,0,0,0
7,1,1,1,6,4,3,63,0,3,2,4,0,45,11195.3955203468,1,0,1,1,0,0,2,1,2,2,1,0,0,0,0,0
8,1,2,1,2,5,5,61,0,4,1,1,0,15,11279.8113714644,2,0,1,1,0,0,3,2,4,4,4,0,0,0,0,0
7,1,2,1,6,3,3,62,1,4,2,4,0,9,11407.9110308424,2,0,1,1,20,0,2,2,4,1,4,0,0,0,0,0
8,1,5,1,6,2,4,43,0,4,2,4,0,15,16734.2771776,2,2,1,1,15,0,2,2,4,1,4,0,0,0,0,0
8,1,3,1,7,2,2,47,1,3,2,4,0,90,341.723668261239,2,0,1,1,18,0,2,3,4,1,4,0,0,0,0,0
11,1,3,1,6,5,4,45,0,5,2,4,0,45,15618.0323014717,2,1,1,1,2,0,2,2,4,4,4,0,0,0,0,0
7,1,3,2,1,2,3,62,0,3,2,1,0,8,6248.81394183283,3,0,1,2,7,0,3,3,4,4,4,0,0,0,0,0
8,1,2,1,2,4,4,63,1,3,2,4,0,45,11557.7428467394,2,0,2,1,3,0,2,2,4,4,4,0,0,0,0,0
10,1,2,1,5,4,3,66,0,4,2,4,0,5,10553.4628980169,2,0,1,1,0,0,2,2,4,1,4,0,0,0,0,0
11,1,2,1,4,4,4,30,1,4,1,4,0,18,15558.6193629316,3,0,2,1,2,0,3,2,3,3,3,0,0,0,0,0
8,2,1,1,5,3,4,66,1,3,2,4,0,40,5836.78918433158,2,0,1,1,0,0,2,1,2,1,2,0,0,0,0,0
8,1,2,1,1,4,4,29,1,5,2,4,0,45,36817.3854648376,2,0,1,1,5,0,2,2,4,4,4,0,0,0,0,0
11,1,2,1,4,4,4,55,0,4,2,4,0,10,26960.2828394201,2,0,1,1,7,0,3,2,3,1,1,0,0,0,0,0
11,1,2,1,5,5,5,59,0,4,2,4,0,30,9169.29325635986,3,0,2,1,4,0,2,2,2,3,2,0,0,0,0,0
7,1,1,1,4,4,3,46,1,5,2,4,0,45,12383.8166168643,1,0,1,1,4,0,2,1,2,3,4,0,0,0,0,0
5,1,2,1,6,5,2,55,1,4,1,4,0,45,17969.1203574451,3,0,1,1,21,0,3,2,1,4,4,1,0,0,0,0
6,1,6,1,3,1,2,18,1,3,2,1,0,10,22446.9751495766,1,1,1,2,8,0,2,2,4,1,4,1,0,0,0,0
10,1,2,1,5,5,4,59,1,5,2,4,0,25,4299.00109079734,2,0,1,1,2,1,3,2,3,3,3,0,0,0,0,0
6,1,1,1,5,5,4,59,1,4,2,4,0,25,11979.4615981882,1,0,1,1,5,0,2,1,3,1,2,1,0,0,0,0
10,1,3,2,2,2,3,59,0,4,2,4,0,55,49691.8039222233,3,0,1,1,1,0,2,3,4,3,4,0,0,0,0,0
6,1,1,2,1,5,5,51,0,3,2,4,0,90,29897.0117447407,2,0,1,1,15,0,3,1,4,4,4,0,0,0,0,0
9,1,3,1,5,2,3,51,0,5,2,3,0,25,1200.0,4,0,1,1,7,0,3,2,2,3,3,0,0,0,0,0
6,2,2,1,6,1,1,25,1,4,1,1,0,30,14265.8181818182,1,0,1,2,5,0,3,2,2,4,4,0,0,0,0,0
7,1,2,1,3,2,2,68,0,3,2,1,0,15,8050.27096102661,2,0,1,2,3,0,2,2,4,3,4,0,0,0,0,0
6,1,1,1,6,1,3,43,0,4,2,4,0,20,10104.3168039075,1,0,1,1,4,0,2,1,4,1,4,0,0,0,0,0
8,1,4,1,4,4,4,35,1,3,2,4,0,22,12818.6715393589,3,0,1,1,3,1,2,2,2,1,4,0,0,0,0,0
7,1,2,1,5,4,4,68,0,5,2,4,0,10,24694.5230122708,2,0,2,1,4,0,3,2,3,3,2,0,0,0,0,0
7,1,2,1,3,4,3,48,1,3,1,1,0,25,5146.72252339364,3,0,1,1,1,1,2,2,2,3,3,0,0,0,0,0
8,2,1,1,7,5,3,47,0,4,2,1,0,10,2888.76961023974,1,0,1,1,0,0,2,1,2,4,4,0,0,0,0,0
5,1,3,2,2,1,3,29,1,4,2,2,0,30,21989.4536429432,2,0,1,1,5,0,2,2,4,3,4,1,0,0,0,0
10,1,3,1,6,5,4,43,0,2,2,1,0,10,10240.7842072604,2,0,2,1,0,0,3,2,2,1,4,0,0,0,0,0
6,1,2,1,6,2,3,35,0,3,1,3,0,45,17301.483797075,3,0,1,1,0,0,3,2,3,4,1,0,0,0,0,0
6,1,2,2,1,4,4,71,1,5,2,4,0,45,12379.8797508476,3,0,1,2,14,0,2,2,4,4,4,0,0,0,0,0
5,1,4,1,6,2,2,42,1,3,2,2,0,20,2321.85492326288,4,0,1,2,3,0,2,2,4,4,4,0,0,0,0,0
8,1,2,1,6,4,3,66,1,5,2,2,0,5,5130.34184953252,2,0,1,2,5,0,2,2,1,4,3,0,0,0,0,0
5,1,2,1,5,1,2,60,0,5,2,4,0,15,22458.874082997,2,0,1,1,2,0,2,2,3,2,4,0,1,0,0,0
9,1,6,1,3,5,3,40,1,4,2,1,0,15,13040.3694618685,2,1,2,1,0,0,1,2,4,4,4,0,1,0,0,0
7,2,2,1,6,4,3,29,0,5,2,4,0,22,4331.94815358143,2,0,1,1,10,0,2,2,1,1,4,0,0,0,0,0
7,1,3,2,1,2,2,48,0,3,2,4,0,15,12009.0694528509,2,0,2,1,4,0,3,2,4,1,4,0,0,0,0,0
6,1,2,1,4,2,2,19,1,3,2,2,0,6,33175.1882919175,2,0,3,1,0,0,1,2,4,4,4,0,0,0,0,0
7,1,2,2,1,1,2,54,1,3,2,2,0,30,13023.9388043176,2,0,2,1,0,0,2,2,4,1,4,0,0,0,0,0
4,2,3,1,7,2,2,27,0,3,2,3,0,13,10966.1478389829,2,0,3,1,4,0,3,3,3,1,4,0,0,0,0,1
9,1,2,1,5,1,2,63,1,5,2,4,0,15,6358.04414827488,2,0,2,1,7,0,2,2,4,3,4,0,0,0,0,0
11,1,3,1,5,4,3,47,0,5,2,4,0,20,12569.0290867836,2,0,1,1,5,0,2,2,3,1,4,0,0,0,0,0
10,1,4,1,6,4,4,49,0,5,2,4,0,5,8777.73809709617,4,0,1,1,5,0,3,4,3,1,2,0,0,0,0,0
6,1,2,1,5,4,4,59,1,5,2,4,0,5,21535.579750155,2,0,2,2,4,0,3,2,1,4,4,0,0,0,0,0
11,1,4,1,5,3,3,52,0,4,2,4,0,25,19041.9285548828,4,0,2,1,3,0,2,3,2,3,4,0,0,0,0,0
7,2,1,1,6,2,1,56,1,5,2,1,0,20,17326.6711000595,2,0,1,1,10,0,2,1,2,4,1,0,0,0,0,0
7,1,2,1,5,4,4,66,1,2,2,4,0,30,5473.18008434378,2,0,2,1,0,0,2,2,2,4,4,0,0,0,0,0
11,1,2,1,4,5,5,54,0,4,2,1,0,55,4850.39460232813,2,0,2,1,5,0,3,2,3,3,4,0,0,0,0,0
7,1,4,1,2,2,4,39,0,3,1,4,0,45,24033.1102991177,2,0,1,1,30,0,2,1,4,2,4,0,0,0,0,0
7,1,1,2,2,2,4,43,0,3,2,2,0,20,23897.1875314688,1,0,1,1,5,0,2,1,4,1,4,0,0,0,0,0
10,1,2,1,4,4,4,33,1,5,2,4,0,20,7910.73576223776,2,0,1,1,2,0,1,2,3,1,2,0,0,0,0,0
5,2,1,1,6,2,3,35,1,4,2,4,0,25,15917.6181775032,1,0,1,1,0,0,1,1,4,4,4,1,0,0,0,0
11,1,5,2,1,5,3,69,0,5,2,4,0,90,16667.7604455639,5,0,2,1,0,0,1,5,4,1,4,0,0,0,0,0
7,1,2,1,6,4,2,62,0,5,2,4,0,20,11943.4922347527,2,0,1,2,5,0,3,2,1,1,3,0,0,0,0,0
8,1,2,1,4,4,4,28,1,4,2,4,0,48,15518.8980506919,3,0,2,1,5,1,3,2,3,1,2,0,0,0,0,1
9,1,2,1,5,5,3,56,0,2,2,3,0,25,11748.4710947782,3,0,2,1,0,0,1,2,4,4,4,0,0,0,0,0
4,1,2,1,5,4,5,64,1,3,2,2,0,25,17371.5025378138,3,0,1,1,5,0,2,2,4,1,4,0,0,0,0,0
10,1,4,1,2,5,4,43,1,4,2,2,0,12,13158.275422191,2,0,1,2,0,0,2,2,4,3,4,0,0,0,0,0
7,1,2,2,2,5,3,79,0,3,2,4,0,20,8199.37249749297,4,0,1,1,7,0,2,2,2,1,4,0,0,0,0,0
11,1,2,1,6,3,3,65,1,5,2,4,0,30,3736.44282398746,5,0,2,1,0,0,2,2,2,1,2,0,0,0,0,0
2,1,1,1,6,3,4,53,1,2,2,4,0,2,5542.33075125129,1,0,1,1,0,0,2,1,4,3,4,0,1,0,0,0
5,2,2,1,6,5,5,24,1,4,2,4,0,10,11401.9787704442,2,0,7,1,7,0,3,2,3,1,3,0,0,0,0,0
10,1,2,2,2,5,5,63,0,4,2,4,0,25,23844.5849403383,2,0,1,1,1,0,3,2,4,4,4,0,0,0,0,1
7,1,1,1,6,2,3,61,1,5,2,4,0,40,13271.0954534972,1,0,1,1,14,0,2,1,2,2,2,0,0,0,0,0
7,1,2,1,6,1,2,61,0,2,2,4,0,15,16905.3526902504,2,0,2,1,2,0,2,2,2,4,4,0,0,0,0,0
8,2,2,1,5,3,4,32,1,4,2,4,0,45,7433.49169808863,2,0,2,1,7,3,2,2,2,3,4,0,0,0,0,0
10,1,2,2,2,4,4,57,1,4,2,4,0,20,525.304570606986,3,0,2,1,1,0,1,2,1,4,4,0,0,0,0,0
7,1,2,1,6,5,3,73,0,5,1,1,0,18,8012.57843030709,2,0,1,1,3,0,2,2,2,1,4,0,0,0,0,0
6,1,2,1,5,3,2,62,1,5,2,4,0,25,26101.4029735031,2,0,2,1,14,0,2,2,2,1,4,0,0,0,0,0
6,1,1,1,4,5,4,56,0,5,1,4,0,20,14798.1741112033,1,0,1,1,0,0,3,1,1,4,4,0,0,0,0,0
11,1,2,2,1,5,4,44,1,5,2,4,0,45,21656.5418828952,2,0,2,1,20,0,3,2,2,3,2,0,0,0,0,0
